City Name,Population,Area (sq. km),Smart Infrastructure Score,Energy Consumption,Public Transport Usage,Air Quality Index,Education Index,Healthcare Index,Employment Rate,Smart Grid Adoption,Waste Management Score,Internet Speed (Mbps),Safety Index,Cost of Living Index
City2048,5086255,746.9,37.16,124.49,26.53,89.37,28.14,97.47,0.14,52.36,45.81,774.9,5.61,119.88
City2049,9558579,66.88,18.23,861.17,24.24,79.61,98.9,2.6,37.91,1.07,66.16,319.52,36.7,99.82
City2050,4844478,874.24,33.39,903.82,69.79,81.17,60.09,76.33,51.68,40.78,63.56,374.77,61.9,44.11
City2051,4651119,377.07,74.04,588.79,6.45,80.44,15.43,91.61,92.65,99.81,29.48,189.82,62.69,67.76
City2052,8326564,733.56,4.31,968.58,36.51,26.52,41.77,81.19,48.57,39.64,3.58,828.0,15.92,104.39
City2053,9158894,704.14,24.43,481.59,23.43,58.49,42.65,49.78,12.62,14.99,73.86,965.67,59.36,102.67
City2054,3279183,487.2,79.83,843.04,54.4,33.58,77.79,19.81,18.09,29.64,58.92,828.76,36.22,70.49
City2055,4748666,560.15,35.96,722.47,63.14,83.89,75.8,11.04,27.28,12.32,77.59,423.54,93.82,94.62
City2056,4762170,747.74,98.19,293.12,71.2,14.59,29.54,69.84,80.15,68.72,49.62,148.93,8.61,98.59
City2057,6868818,132.77,96.04,557.3,49.99,37.53,7.61,92.79,22.9,90.09,21.5,366.8,64.58,87.52
City2058,2909040,521.2,1.12,311.21,6.1,33.24,78.03,51.9,25.77,86.05,81.29,838.99,48.3,48.65
City2059,7546877,809.12,89.49,197.51,14.06,19.09,10.93,28.41,3.7,20.66,88.57,587.68,12.46,113.44
City2060,8835419,220.79,23.44,498.86,30.15,51.47,76.98,82.29,58.67,81.49,77.23,604.96,78.16,76.36
City2061,8331339,907.38,31.61,556.25,64.37,17.39,13.59,88.51,83.91,61.18,64.95,781.29,13.25,79.45
City2062,2336369,567.8,9.8,154.12,17.79,90.59,54.78,17.13,81.63,38.51,30.54,456.57,47.91,104.1
City2063,6902957,97.63,39.73,975.3,27.91,31.82,68.2,69.0,68.69,27.64,45.18,631.39,60.69,69.69
City2064,6491058,829.51,25.85,651.15,58.65,47.77,55.97,61.61,99.13,45.43,10.28,870.08,89.6,118.96
City2065,7399875,331.16,84.41,794.15,43.31,29.85,8.05,15.11,97.4,33.8,62.75,294.68,18.49,96.53
City2066,1889105,437.61,18.59,844.99,37.25,61.54,26.49,65.15,66.92,91.12,32.95,652.94,37.66,65.49
City2067,5836581,672.16,91.35,828.99,8.07,13.59,41.5,68.07,22.75,39.86,82.67,446.11,84.64,85.17
City2068,8314683,425.84,58.63,328.08,73.79,43.46,22.58,92.92,81.79,74.72,38.24,689.26,52.45,95.53
City2069,9273417,493.11,5.58,771.65,11.3,74.76,37.09,9.76,81.87,97.11,38.01,994.23,17.14,109.22
City2070,3492693,689.82,34.97,820.84,60.68,70.95,84.32,42.02,3.37,16.82,8.34,581.55,40.48,102.63
City2071,5935898,524.34,73.1,837.69,19.75,41.36,58.86,58.24,42.55,88.75,50.06,334.12,79.28,46.7
City2072,7916400,801.13,41.91,149.05,65.75,41.33,72.93,54.94,85.11,50.52,91.25,613.31,14.17,60.56
City2073,1572334,733.65,40.92,274.05,8.45,18.3,72.22,29.43,21.92,74.66,77.39,629.53,65.22,91.19
City2074,5009568,849.58,40.52,135.84,49.41,91.77,31.79,84.56,17.49,12.37,13.45,653.17,9.25,64.42
City2075,1317793,967.62,8.42,112.89,29.88,57.41,74.67,43.85,39.88,57.04,65.71,771.1,31.89,89.36
City2076,2824164,427.32,14.45,315.23,65.73,24.36,28.29,99.35,14.5,75.72,46.69,499.23,66.34,103.81
City2077,9911633,456.08,21.49,806.38,62.57,41.26,21.68,43.89,86.23,6.94,43.9,371.72,19.88,50.39
City2078,4903212,612.29,87.56,479.97,67.63,71.07,35.3,39.05,44.05,45.67,48.56,766.38,32.62,118.38
City2079,3716988,816.79,97.93,714.11,45.22,18.33,47.29,48.13,14.75,87.51,94.95,574.3,86.67,69.24
City2080,4541671,554.56,95.33,117.22,63.96,18.18,8.72,45.63,52.74,26.57,47.29,387.49,20.93,38.09
City2081,2793028,862.89,16.46,528.39,46.85,88.1,67.07,20.15,16.86,37.33,24.84,447.8,69.3,58.49
City2082,3583444,178.62,27.98,686.56,60.61,50.01,1.56,0.24,70.75,54.26,62.74,840.79,1.82,93.51
City2083,1211289,728.45,37.47,633.09,16.27,78.33,31.92,67.16,15.1,33.36,74.91,19.54,71.35,56.45
City2084,1908727,976.14,62.87,376.38,29.2,26.11,99.73,15.72,38.07,20.93,13.62,677.18,75.5,57.7
City2085,9209860,437.1,21.74,650.39,73.58,69.02,6.08,1.11,89.01,77.22,98.99,986.64,25.12,69.64
City2086,6797457,925.88,48.94,841.85,62.76,55.11,81.74,83.11,89.45,44.17,80.52,420.9,37.35,105.31
City2087,779797,993.28,52.86,879.46,46.89,54.29,41.33,94.15,58.6,55.19,89.04,170.57,63.11,57.78
City2088,1041058,561.88,7.6,314.39,39.01,27.13,36.66,94.51,74.86,39.96,9.59,885.99,84.78,119.81
City2089,7505281,583.86,87.27,155.91,30.96,13.4,13.74,21.99,23.33,57.42,62.08,713.89,12.84,43.5
City2090,1546071,919.6,54.73,808.73,55.92,50.62,86.62,52.83,36.27,63.95,46.53,514.14,5.99,68.63
City2091,9884531,665.3,51.78,329.75,34.18,97.35,64.66,18.23,21.5,66.61,27.79,388.16,81.36,60.92
City2092,6863326,735.61,38.44,737.68,32.29,75.22,40.74,69.55,89.89,34.35,53.34,490.56,66.68,49.25
City2093,9461372,923.17,70.1,371.27,35.97,22.12,97.39,7.32,19.71,58.72,56.88,404.84,41.84,77.24
City2094,6085651,454.48,2.79,140.71,44.26,26.79,14.75,96.46,20.76,21.62,31.8,401.89,51.76,42.01
City2095,9694916,369.88,94.3,682.9,43.85,28.15,25.74,73.41,79.63,66.6,31.77,865.97,93.49,89.38
City2096,4906442,981.96,99.94,876.67,46.96,19.49,92.96,33.71,21.33,47.46,62.68,192.77,91.86,79.62
City2097,458608,540.9,23.92,231.73,15.84,20.57,26.53,1.46,15.19,59.29,16.02,217.86,35.42,98.96
City2098,4095117,905.81,69.07,276.11,53.06,53.3,55.72,94.31,0.71,29.51,47.81,158.36,39.75,109.19
City2099,3111820,728.7,81.82,642.07,19.0,38.25,80.11,79.0,27.81,39.37,61.81,335.28,73.3,50.46
City2100,8573756,956.78,9.06,892.86,58.99,83.72,81.47,18.3,3.06,39.04,43.97,192.7,89.94,100.42
City2101,849145,953.56,4.68,636.29,32.98,92.74,98.48,25.32,95.45,88.1,98.15,170.05,66.3,93.62
City2102,6521148,568.6,75.03,437.44,47.74,76.96,21.63,48.52,54.78,79.15,43.2,636.77,97.83,112.82
City2103,8831329,957.84,97.93,542.61,69.13,26.95,20.55,43.34,65.73,27.85,76.03,159.81,59.36,32.69
City2104,9494600,918.39,6.02,414.68,67.93,99.12,62.59,97.94,41.59,30.29,91.88,10.83,37.53,102.38
City2105,7217610,451.82,17.31,350.99,66.58,27.4,36.5,33.97,72.32,53.43,95.78,223.94,82.13,89.11
City2106,9077075,490.94,62.86,215.06,47.45,79.63,87.48,27.17,52.04,97.57,34.26,544.79,40.81,85.72
City2107,3577170,66.33,43.82,572.17,65.16,64.77,26.43,68.19,49.36,76.25,42.08,693.92,28.76,73.49
City2108,6819223,708.45,92.47,947.07,66.14,46.12,4.42,41.54,67.17,58.13,23.77,713.72,54.83,93.02
City2109,3881692,352.54,76.27,679.4,69.9,21.03,50.45,40.78,22.74,74.54,67.31,308.02,36.24,100.57
City2110,6796474,352.82,80.76,165.69,55.98,11.61,94.69,37.71,43.57,31.29,33.71,663.39,26.54,112.08
City2111,220613,564.67,15.17,525.32,76.28,50.64,38.68,5.81,59.49,93.69,39.35,938.96,68.7,40.13
City2112,7264054,299.37,28.71,283.81,53.23,13.72,73.89,81.97,11.3,34.73,72.34,888.16,7.2,88.33
City2113,6043758,485.27,17.79,623.18,44.29,47.0,59.55,19.23,63.42,88.13,36.85,831.52,91.16,96.66
City2114,5534169,209.65,55.56,182.41,37.66,82.23,65.69,77.04,59.9,42.14,82.78,602.91,15.4,94.48
City2115,1909095,80.88,62.14,579.05,69.82,66.88,17.16,58.36,13.11,7.39,72.29,427.02,17.9,42.85
City2116,2699539,177.34,0.38,470.34,26.98,83.72,78.4,27.82,30.7,54.22,9.81,847.65,47.31,110.5
City2117,3434293,467.05,2.51,123.91,72.7,16.3,58.19,87.22,94.69,65.25,6.04,419.41,20.37,111.28
City2118,3541013,972.46,13.8,413.7,32.41,52.53,26.52,88.93,15.0,74.54,56.99,342.88,0.13,80.91
City2119,4866356,15.69,25.77,234.53,63.52,50.68,24.03,39.14,40.11,55.59,1.46,870.61,4.0,75.99
City2120,3792301,972.08,64.24,641.09,18.64,47.73,98.6,7.93,68.32,48.76,35.06,900.01,27.53,70.61
City2121,660728,24.63,84.85,611.82,58.71,86.67,5.45,55.95,6.04,34.61,3.08,990.86,88.08,60.49
City2122,3392529,424.13,27.33,477.53,67.7,87.46,2.3,18.06,55.92,26.24,26.65,793.96,78.52,105.1
City2123,3701826,497.44,4.62,617.77,42.2,43.63,81.84,28.12,90.57,9.69,96.91,489.6,64.25,108.58
City2124,1068245,393.98,76.99,725.1,68.12,76.25,2.13,68.05,48.18,17.64,18.45,671.47,67.59,94.16
City2125,4261238,122.55,43.84,638.08,38.9,10.6,57.31,52.94,88.98,17.07,90.43,514.97,72.87,67.46
City2126,5068896,935.24,20.99,604.92,50.22,59.7,37.14,49.88,31.58,57.69,30.75,286.34,93.42,116.95
City2127,9951966,788.21,10.62,905.17,10.85,33.9,53.02,59.76,34.6,75.39,44.48,787.79,31.81,43.7
City2128,7752427,548.97,44.56,338.96,15.02,36.08,39.71,2.43,23.0,62.56,80.22,249.62,75.4,87.59
City2129,9114150,896.77,96.62,471.03,25.24,67.24,42.43,26.37,85.83,81.1,28.22,51.7,43.93,118.6
City2130,2178044,813.67,78.89,303.53,10.5,14.76,79.22,59.45,3.57,43.67,83.79,721.22,83.44,112.95
City2131,4566799,107.74,24.93,242.88,37.86,12.8,56.65,92.56,76.7,67.37,21.65,299.33,86.04,81.46
City2132,6918219,142.77,2.65,319.16,14.74,34.11,0.06,29.36,97.9,95.9,90.95,385.55,35.33,111.05
City2133,4095890,850.75,43.55,844.21,57.82,99.62,49.38,90.33,46.69,75.09,66.44,810.75,87.05,77.12
City2134,7293042,645.79,2.74,232.67,38.27,73.38,27.53,81.34,31.23,55.63,92.87,29.13,4.69,65.5
City2135,1930986,735.1,16.84,832.1,9.99,45.92,37.46,66.06,88.12,21.74,41.11,736.64,41.88,105.56
City2136,6314088,317.46,76.28,810.36,72.63,88.82,98.22,12.97,40.84,94.33,24.32,568.22,52.45,95.76
City2137,2040628,941.45,64.64,647.82,15.05,51.81,38.01,80.81,66.61,30.01,68.01,559.58,9.85,81.55
City2138,9251448,922.34,0.67,361.66,56.84,68.95,85.11,42.54,87.93,0.02,8.91,659.33,48.59,98.41
City2139,1769545,316.25,81.68,528.14,61.01,73.61,92.36,70.78,10.55,83.15,33.66,248.93,11.66,31.36
City2140,4937189,332.18,2.67,589.76,33.88,42.95,97.71,48.62,93.52,73.14,0.21,604.36,19.14,80.44
City2141,6674679,947.46,7.1,285.13,10.33,76.08,51.05,35.45,67.89,70.55,18.65,197.96,48.51,116.08
City2142,5859015,125.47,21.83,753.3,21.6,65.46,45.49,74.22,56.21,2.91,30.73,514.22,85.99,63.91
City2143,9727651,833.03,96.09,573.81,73.14,97.07,67.68,30.78,7.14,26.05,50.0,224.74,51.01,60.89
City2144,404120,469.01,86.38,998.23,65.89,90.1,86.8,37.63,98.61,74.81,75.16,960.48,21.3,112.86
City2145,5459713,528.38,97.36,900.93,16.22,19.05,65.54,30.22,11.37,23.97,7.59,498.65,94.49,63.84
City2146,6303575,334.01,47.14,640.05,7.0,46.62,77.68,18.52,57.83,33.24,2.01,891.46,42.11,57.12
City2147,2479396,584.54,35.58,203.77,55.11,83.5,30.6,96.14,53.52,38.14,93.97,178.81,97.55,37.13
City2148,633317,112.86,81.07,532.63,36.73,87.2,58.66,20.26,29.82,18.36,67.66,440.75,76.65,53.9
City2149,97902,527.06,22.77,546.13,54.58,50.45,86.65,96.25,83.84,74.18,37.1,419.84,77.58,96.43
City2150,8409710,603.83,66.79,857.42,58.76,52.1,31.8,24.86,26.42,48.11,15.14,763.96,6.17,114.25
City2151,3809802,45.52,75.1,459.89,40.81,83.02,62.22,59.62,41.28,82.47,23.92,982.21,12.86,38.71
City2152,5369810,930.45,12.58,134.03,14.85,88.3,96.11,68.01,14.41,23.08,39.26,222.05,18.35,39.56
City2153,4949006,823.64,38.36,283.46,35.25,32.63,46.15,67.62,41.55,63.16,70.44,519.82,57.09,76.56
City2154,2990085,53.86,15.65,204.59,9.47,80.63,74.89,87.49,13.37,42.23,14.16,886.51,68.44,33.03
City2155,94380,536.63,75.77,741.86,47.47,36.83,76.25,38.28,83.15,82.96,96.6,955.58,49.94,93.47
City2156,2415885,610.42,89.04,510.75,23.27,16.88,22.22,22.9,45.92,40.38,17.02,867.74,43.52,65.98
City2157,7234051,952.62,72.42,400.88,49.82,95.13,6.26,91.0,96.97,65.67,50.6,629.28,85.29,105.24
City2158,4669489,627.39,82.5,256.76,39.13,70.23,89.7,45.88,23.66,83.21,46.49,653.11,44.88,76.3
City2159,2906999,607.51,42.35,619.19,51.5,82.99,14.23,24.65,53.49,17.29,26.46,356.76,87.17,57.21
City2160,9938060,789.56,19.61,142.45,73.19,11.73,23.13,35.35,98.7,83.92,55.33,621.11,11.97,32.08
City2161,2369574,138.44,77.62,595.87,26.32,92.76,43.18,53.73,46.99,82.47,97.3,355.86,70.71,68.75
City2162,9143460,177.88,60.64,245.83,12.44,88.75,34.22,46.85,17.6,99.21,65.16,195.71,53.41,81.06
City2163,377224,888.75,68.4,780.97,49.08,69.93,64.68,34.66,38.96,40.89,14.23,977.43,22.66,76.98
City2164,2519245,147.83,19.98,424.39,49.01,35.96,98.15,6.49,58.38,25.81,38.7,973.56,97.12,107.93
City2165,5611153,238.71,42.02,236.65,8.26,43.73,92.07,86.58,80.46,38.33,28.36,367.32,87.68,117.32
City2166,8600666,63.38,8.65,115.53,69.77,99.14,93.63,25.0,83.43,79.97,31.35,453.94,32.17,112.86
City2167,1066109,541.49,66.59,753.34,64.31,81.74,58.75,37.03,14.78,99.96,10.28,940.51,81.16,72.28
City2168,7487430,387.69,80.2,545.24,61.57,86.29,19.6,4.99,16.15,72.87,73.17,507.55,85.01,115.74
City2169,7434512,305.53,85.45,467.03,70.46,76.5,86.72,80.68,24.65,9.85,79.9,278.19,65.54,86.23
City2170,6440490,831.18,87.06,730.53,16.38,20.55,78.56,58.89,90.63,88.16,40.42,879.0,37.91,67.45
City2171,9927006,44.94,79.96,239.84,73.14,49.79,95.83,81.57,1.74,32.76,19.99,277.51,76.52,98.97
City2172,4401301,155.17,88.93,845.87,29.23,88.66,30.61,15.9,43.12,26.73,97.04,625.09,39.44,80.75
City2173,6760859,959.77,26.23,202.23,79.84,84.34,9.39,38.3,99.79,3.79,40.41,881.95,73.07,39.17
City2174,1626330,207.86,93.1,460.54,34.53,97.04,5.75,77.25,17.33,29.32,0.98,536.39,19.15,102.64
City2175,8537508,336.71,97.58,860.01,26.0,54.71,4.36,81.9,66.13,27.69,34.26,46.51,26.59,75.79
City2176,8697334,613.5,73.23,112.71,10.33,57.43,18.02,90.14,62.34,32.78,10.82,246.09,23.7,90.85
City2177,4130350,12.17,57.75,134.66,11.44,10.61,60.87,25.75,65.56,71.93,3.72,832.86,89.35,86.32
City2178,5771781,940.63,79.09,846.08,33.0,72.46,96.41,45.79,0.8,57.98,15.24,904.95,51.0,37.66
City2179,3926331,328.83,31.55,787.3,37.14,98.67,7.1,50.16,75.97,77.03,32.26,699.53,65.05,100.25
City2180,9617331,857.28,98.01,269.59,9.82,51.31,17.09,79.63,61.41,80.15,47.08,419.7,68.9,103.47
City2181,3254713,902.98,70.66,130.73,11.08,87.02,1.31,47.54,25.52,31.89,90.93,637.16,40.43,119.86
City2182,1107800,993.8,9.89,491.24,63.64,37.87,12.31,12.36,95.77,57.36,9.33,26.79,87.9,88.72
City2183,2167072,592.45,28.16,538.57,75.59,73.62,11.37,36.22,0.57,82.6,21.87,817.15,33.24,73.45
City2184,6447066,351.19,72.32,138.41,21.07,85.28,69.22,81.14,22.44,52.05,3.6,811.78,50.0,107.43
City2185,2537295,651.63,20.29,870.16,29.88,81.86,56.66,9.45,88.82,43.43,72.6,659.58,52.17,40.85
City2186,1732544,502.88,83.73,904.86,58.96,59.43,10.58,21.77,57.39,18.13,57.12,32.86,46.77,92.16
City2187,5194814,144.08,38.3,988.84,60.0,52.2,84.49,44.98,12.1,97.66,30.9,790.92,60.69,84.59
City2188,963217,69.67,79.24,464.47,67.66,85.75,20.69,60.39,39.22,43.33,73.29,271.06,4.12,36.24
City2189,979787,194.99,30.51,839.58,20.62,91.39,73.43,7.87,68.37,1.39,48.24,893.54,76.55,61.12
City2190,5038252,731.16,7.09,111.67,13.89,50.36,41.09,15.28,88.09,93.06,69.81,653.87,44.91,36.19
City2191,9047422,291.57,11.36,296.07,39.4,14.96,56.67,90.97,88.19,62.69,38.37,517.86,82.06,106.64
City2192,5932495,486.89,50.65,440.96,79.04,80.39,39.85,52.93,38.67,84.53,29.61,154.58,78.75,53.06
City2193,4661231,938.04,74.87,273.46,66.46,49.3,22.88,82.4,74.19,93.82,42.29,655.05,18.63,109.07
City2194,8288475,960.04,91.92,346.58,45.41,23.94,41.12,2.28,56.12,89.44,60.09,175.68,96.2,39.59
City2195,6806099,843.33,13.45,991.41,27.71,74.05,84.6,10.33,20.89,90.84,41.26,835.01,13.04,47.24
City2196,3704282,751.09,12.27,117.34,69.42,95.68,24.38,68.06,1.66,12.01,30.98,139.07,65.75,45.82
City2197,3402626,524.86,75.14,714.02,24.16,92.32,39.21,28.05,40.69,73.61,44.45,89.64,50.57,48.53
City2198,1025586,485.37,63.98,370.42,38.47,51.17,71.22,95.55,55.62,30.54,33.22,565.23,22.25,38.73
City2199,3793555,795.82,29.83,733.21,28.81,27.9,88.42,33.3,17.18,1.11,10.27,993.37,17.2,96.0
City2200,7693228,667.62,51.52,399.01,67.87,89.79,48.87,90.47,8.8,84.48,80.82,91.79,50.78,90.27
City2201,7387217,114.95,21.36,219.01,44.95,32.77,97.74,0.8,44.43,79.02,86.38,844.78,44.99,82.84
City2202,3660468,746.92,83.24,693.5,63.16,71.16,51.05,11.86,66.49,71.02,36.3,926.88,40.24,87.7
City2203,9797330,372.04,28.25,950.58,59.05,56.16,20.34,21.48,58.16,93.01,53.8,330.7,86.34,37.13
City2204,5534505,469.34,36.5,568.45,63.06,14.8,22.89,47.64,31.62,40.62,70.72,198.3,54.52,117.94
City2205,3202728,754.86,81.49,694.04,61.82,81.61,62.95,43.28,75.88,89.24,59.18,625.66,6.93,69.88
City2206,9661747,760.39,81.25,489.57,49.05,80.2,92.29,64.81,65.69,42.82,22.11,431.27,27.76,55.47
City2207,7810796,880.99,23.66,937.48,61.59,86.33,35.47,54.57,44.55,33.54,30.64,95.59,33.95,83.31
City2208,9687174,551.91,48.81,296.2,27.18,63.7,36.69,66.55,41.19,30.08,13.42,472.69,11.62,78.71
City2209,2254140,705.43,84.98,967.85,64.3,76.28,65.62,19.37,20.82,49.33,26.53,467.6,47.79,50.86
City2210,8136785,34.8,24.09,122.36,76.36,21.25,24.47,24.12,98.43,10.11,69.87,551.61,94.1,74.37
City2211,4923050,516.97,68.32,196.68,69.64,38.67,80.87,65.34,44.28,46.79,18.65,417.84,15.08,45.38
City2212,4071142,962.5,94.03,171.36,74.35,91.34,77.74,40.48,12.28,29.62,0.42,714.02,37.78,77.96
City2213,8629075,352.14,0.73,397.37,25.79,72.46,69.11,14.38,57.45,53.76,97.64,168.28,55.26,41.94
City2214,9960293,100.13,56.25,425.93,58.01,11.8,18.34,40.75,3.96,12.97,82.59,843.27,20.21,102.22
City2215,7708658,837.77,12.31,337.59,39.77,92.04,51.06,22.06,71.34,36.88,78.9,279.79,65.92,69.61
City2216,2822311,861.64,12.76,642.51,42.94,37.03,74.46,52.94,29.73,23.72,47.19,941.29,2.63,66.69
City2217,2793688,229.55,87.88,946.83,45.58,84.16,67.97,35.3,65.22,68.54,58.55,717.11,91.21,69.32
City2218,5376905,891.19,11.12,480.27,36.21,25.09,95.14,2.02,78.17,45.01,30.65,944.7,19.45,98.45
City2219,9057242,632.4,66.04,223.71,69.17,54.99,32.77,74.9,52.4,10.76,56.99,839.56,87.19,34.5
City2220,2475488,292.08,49.57,282.37,31.21,21.24,84.89,85.4,25.8,34.07,40.32,535.79,93.84,102.67
City2221,8928511,928.92,71.86,616.52,68.64,49.72,15.15,17.15,91.48,18.84,23.45,982.52,54.91,91.78
City2222,8478725,350.42,33.16,766.8,56.43,72.43,79.66,23.46,7.1,9.49,47.87,976.8,54.97,70.77
City2223,2708235,591.11,68.44,571.85,9.03,45.35,24.47,49.21,83.71,84.68,74.89,592.37,79.76,77.72
City2224,2172102,533.75,1.09,883.6,46.54,46.68,7.33,93.68,62.2,45.92,41.93,89.22,48.24,89.98
City2225,2043443,640.01,90.91,544.09,79.36,54.34,70.62,18.94,61.2,31.86,25.36,264.54,96.22,41.82
City2226,8410615,551.04,10.84,924.05,77.45,66.59,96.98,30.95,94.32,14.54,13.13,572.54,17.82,91.32
City2227,1661957,385.06,30.35,183.7,62.54,52.18,90.07,64.14,52.55,42.33,18.89,393.77,30.66,83.98
City2228,1991182,996.5,28.71,443.07,9.03,33.22,31.91,7.15,0.09,64.87,79.65,67.16,65.33,110.73
City2229,5089860,158.05,69.37,226.47,35.43,66.99,87.9,34.0,6.67,19.9,37.03,913.46,61.74,84.82
City2230,8391764,872.12,12.73,245.77,36.86,80.85,15.87,24.15,60.63,39.06,72.32,699.42,88.76,51.51
City2231,6534359,776.65,41.93,121.3,36.41,82.28,81.01,40.28,11.17,50.21,78.25,133.16,47.49,30.28
City2232,7568808,208.92,19.7,749.58,71.96,28.11,9.23,59.52,43.88,91.3,38.33,902.33,60.59,76.29
City2233,8587002,539.97,12.98,274.19,8.05,22.21,34.06,24.77,32.5,99.18,54.56,623.77,75.41,83.26
City2234,6456578,293.53,66.67,914.75,38.65,75.55,35.02,16.56,14.7,45.32,38.25,563.4,51.47,52.39
City2235,6026539,212.07,98.36,473.64,21.41,98.9,58.64,50.73,31.25,54.07,48.92,924.07,39.67,80.72
City2236,1631159,126.36,25.6,907.93,33.55,35.86,91.31,88.44,92.88,27.25,15.84,630.35,41.06,38.32
City2237,9302577,24.51,87.68,259.1,33.96,89.01,60.03,79.5,30.26,45.66,64.77,27.39,47.77,48.71
City2238,393421,476.63,61.59,941.42,62.94,27.38,44.33,82.93,17.24,59.79,79.73,433.85,97.82,54.25
City2239,4298635,320.72,11.23,403.0,39.44,80.03,81.39,5.79,94.5,24.11,69.43,854.41,91.89,50.01
City2240,7052046,113.08,66.21,141.72,27.32,53.18,94.39,91.89,25.35,34.39,70.74,600.17,17.83,79.19
City2241,8583912,578.44,84.42,106.59,6.93,37.05,20.55,96.22,54.94,62.58,75.16,471.19,74.53,95.21
City2242,398287,978.09,74.11,271.53,30.05,39.29,47.97,0.33,36.28,98.82,0.49,145.16,96.01,103.13
City2243,5856591,929.67,21.16,204.85,59.24,42.93,88.77,35.53,74.08,92.71,12.41,806.73,98.72,119.1
City2244,2606750,566.49,46.33,166.59,69.68,22.36,34.88,82.39,21.91,10.41,85.33,249.02,29.57,62.97
City2245,7228020,958.04,25.3,638.84,21.46,94.75,0.85,95.5,93.55,41.23,30.97,994.57,45.95,89.68
City2246,4765211,760.32,43.12,112.44,42.13,33.77,13.34,37.15,95.21,28.36,58.77,777.95,35.59,84.46
City2247,3525637,735.14,15.31,219.54,72.45,52.03,45.74,48.65,60.05,96.67,2.53,619.55,91.56,102.36
City2248,447436,475.13,57.81,835.75,41.9,56.19,25.96,34.78,69.25,5.9,71.71,675.98,11.35,63.81
City2249,1216356,672.19,32.1,934.12,68.59,54.07,92.81,66.44,34.31,56.48,48.7,662.53,39.87,90.17
City2250,5507354,906.44,47.51,130.58,9.48,48.73,54.93,50.03,68.74,60.61,43.35,604.22,18.94,101.69
City2251,615896,550.24,83.73,878.08,9.38,19.14,52.25,6.99,26.52,94.52,5.73,6.54,24.08,96.35
City2252,3607595,176.53,90.27,643.59,72.53,58.98,18.5,26.84,98.34,35.89,24.14,718.79,24.56,108.96
City2253,5188622,617.8,51.81,367.12,22.63,64.62,78.82,93.49,58.65,28.96,18.43,133.86,66.84,85.2
City2254,7400626,483.65,10.66,299.0,50.31,57.03,15.35,69.71,98.74,28.55,64.73,957.51,63.9,64.69
City2255,2353580,231.9,23.1,894.25,12.75,28.65,2.73,48.06,31.06,6.95,18.32,797.24,53.88,44.58
City2256,5705006,453.33,94.53,843.78,23.62,42.1,82.76,68.81,30.27,58.79,68.8,906.27,67.02,97.47
City2257,3455199,12.78,46.86,676.99,71.8,19.71,79.82,62.76,4.03,32.93,80.17,333.56,57.58,44.61
City2258,3557317,869.5,19.52,541.52,31.29,50.12,77.96,84.39,4.11,90.43,25.77,114.19,77.49,59.1
City2259,3517779,582.69,58.45,198.91,64.4,42.38,51.31,34.71,54.97,36.59,12.15,978.48,17.14,88.59
City2260,7160094,554.04,32.53,929.55,57.58,66.29,86.43,66.03,58.79,10.84,25.16,119.09,43.45,110.32
City2261,2034735,989.98,82.21,449.18,28.99,86.54,24.48,8.09,22.26,97.04,95.35,944.41,78.96,102.76
City2262,7775298,359.89,77.31,152.67,53.18,11.13,77.29,25.17,81.0,57.36,11.09,747.92,25.62,76.23
City2263,7853915,433.54,13.09,560.16,79.0,39.47,34.98,77.62,5.06,32.96,69.49,481.24,76.39,59.37
City2264,1886048,281.61,69.49,581.01,74.86,93.53,56.35,65.73,34.12,57.97,27.85,397.4,49.57,96.11
City2265,7477723,188.38,54.65,598.55,34.78,53.53,93.4,39.3,52.55,76.01,31.48,920.16,47.28,35.66
City2266,5350843,462.85,67.83,736.03,26.48,40.05,51.27,57.4,18.35,16.66,33.08,256.91,8.72,40.6
City2267,1832442,319.56,77.07,718.5,40.2,79.88,84.29,60.53,39.74,71.16,70.53,84.14,98.75,50.21
City2268,1321509,788.16,14.84,684.49,25.85,88.11,32.5,46.34,67.86,21.19,16.14,378.96,17.05,75.12
City2269,102711,408.88,78.09,361.93,67.86,45.28,84.59,85.98,23.26,14.18,8.59,165.87,41.38,43.65
City2270,8316729,389.85,65.31,900.14,37.32,86.93,77.66,59.95,36.7,61.85,9.98,849.43,61.0,65.54
City2271,8342998,194.32,86.35,424.23,39.35,30.91,96.67,65.83,86.84,89.43,77.81,663.14,59.14,59.25
City2272,3821068,110.62,49.76,729.05,33.39,14.69,23.01,0.73,28.95,92.44,86.21,656.09,61.78,76.5
City2273,7696604,609.35,7.59,610.68,71.16,80.13,92.33,86.0,58.59,83.61,12.14,617.4,4.68,69.76
City2274,9399394,874.98,24.22,950.23,8.63,63.56,3.29,97.78,1.5,16.69,41.34,452.07,28.65,107.42
City2275,4935877,416.72,36.1,952.65,57.78,26.56,99.54,87.41,77.6,51.27,3.08,825.74,87.81,39.02
City2276,5937309,749.94,70.62,966.97,60.84,66.46,63.76,7.73,87.74,11.63,41.44,938.59,53.71,70.93
City2277,4152076,630.23,4.82,733.4,35.92,11.1,76.42,44.1,19.38,59.02,81.53,964.35,53.22,41.72
City2278,2826513,982.84,9.67,970.42,79.3,82.59,25.8,75.56,53.35,96.47,3.69,267.2,51.5,53.96
